rid,aircraft,airport,model,wildlife_struck,impact,flight_date,damage,airline,origin,flight_phase,remains_collected_flag,Remarks,wildlife_size,sky_conditions,species,pilot_warned_flag,altitude_ft,heavy_flag
309118,Airplane,DAYTONA BEACH INTL,DC-9-50,10,None,11/20/2010 0:00,No damage,DELTA AIR LINES,Florida,Take-off run,TRUE,ID BY SMITHSONIAN. ATIS WARNING. STRIKE WHILE ON T/O ROTATION. NO INFO AT TIME OF REPT OF ANY DMG AS A/C CONT ON ROUTE TO ATLANTA.,Small,Some Cloud,Killdeer,Y,0,No
308605,Airplane,PORTLAND-HILLSBORO ARPT,RKWLTRBO 690,8,None,11/20/2010 0:00,Caused damage,BUSINESS,Oregon,Approach,FALSE,"JUST PRIOR TO T/D, 2 GULLS WERE STRUCK. 1 ON LEFT AND 1 ON RT. 2 SML PATCHES OF BLOOD WERE FOUND N THE OUTBD LEFT ENG NACELLE. THE TRAILING EDGE OF 2 OUT OF 3 BLADES OF THE RT PROP WERE SLIGHTLY BENT. THE PROP WAS REMOVED AND REPLACED.",Medium,Overcast,Gulls,Y,2,No
309116,Airplane,SPRINGFIELD-BRANSON NATIONAL,EMB-145,7,None,11/20/2010 0:00,Caused damage,AMERICAN EAGLE AIRLINES,Missouri,Approach,FALSE,WAS NOT WARNED OF SPECIFIC BIRD ACTIVITY FOR APRCH TO RWY 20. SHORT FINAL.,Medium,Some Cloud,Unknown bird - medium,Y,500,No
308606,Airplane,ORLANDO INTL,A-320,2,None,11/21/2010 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,FALSE,NO DMG NOTED DURING INSPN. NO ABLE TO COLLECT REMAINS. BIRDS WERE ALL BLACK. ROBINS OR CROWS.,Small,No Cloud,Unknown bird - small,N,"1,200",No
308607,Airplane,COLUMBIA METRO,CL-RJ100/200,2,None,11/21/2010 0:00,No damage,AIR WISCONSIN AIRLINES,South Carolina,Approach,TRUE,REMAINS FOUND OF 2 BIRDS. EUROPEAN STARLING & KILLDEER. FOD ALSO FOUND 3800' DOWN RWY. 10 FT RT OF CENTERLINE. BLUE RUBBER SEAL OR GASKET.,Small,Overcast,Killdeer,N,50,No
309128,Airplane,SACRAMENTO INTL,B-737-300,2,None,11/21/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,TRUE,NO DMG TO A/C. L/E AND TRAILING EDGE FLAPS. SUSPECT STARLINGS.,Small,No Cloud,Unknown bird - small,Y,100,Yes
309122,Airplane,SPRINGFIELD-BRANSON NATIONAL,EMB-145,8,None,11/21/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,Missouri,Approach,FALSE,"SHORT FINAL, BELOW 500 FT AGL. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,400,No
309136,Airplane,BRADLEY INTL,B-737-300,7,None,11/22/2010 0:00,No damage,SOUTHWEST AIRLINES,Connecticut,Landing Roll,TRUE,"POSSIBLE DMG TO LT WING, RADOME AND RT ENGINE. NEED TO TALK WITH COMPANY AND ARPT.",Small,Some Cloud,Unknown bird - small,Y,0,Yes
309135,Airplane,BRADLEY INTL,B-737-300,2,None,11/22/2010 0:00,No damage,SOUTHWEST AIRLINES,Connecticut,Landing Roll,TRUE,ID BY SMITHSONIAN.,Small,No Cloud,Horned lark,N,0,Yes
308616,Airplane,LOS ANGELES INTL,B-747-400,8,None,11/23/2010 0:00,No damage,QANTAS,California,Approach,FALSE,NO APPARENT DMG ONLY EVIDENCE OF REMAINS. WS CONTACTED QFA MX FOR REMAINS. THEY DID NOT KNOW THAT BLOOD COULD BE COLLECTED FOR ID. NO SAMPLE OBTAINED.,Small,Some Cloud,Sparrows,N,50,No
309156,Airplane,ARNOLD PALMER REGIONAL,C-560,8,None,11/24/2010 0:00,No damage,BUSINESS,Pennsylvania,Landing Roll,FALSE,"DATA ENTRY NOTEl # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,No Cloud,Unknown bird - small,N,0,No
308625,Airplane,JACKSONVILLE INTL,B-737-300,9,None,11/24/2010 0:00,No damage,SOUTHWEST AIRLINES,Florida,Landing Roll,TRUE,"NO DMG. 1 OR 2 BIRDS STRUCK THE OUTSIDE COWLING OF #2 ENG., LEAVING A SMUDGE OF BLOOD & FEATHERS. NO DMG. (DATA ENTRY NOTE: ARPT REPTD THIS AS A CARCASS FOUND, ASSUME FROM SWA STRIKE WHICH REPTD SAME BIRD AS ARPT REPT & SAME RWY)",Small,Some Cloud,Killdeer,N,0,Yes
308647,Airplane,BRANSON ARPT,B-717-200,4,None,11/24/2010 0:00,No damage,AIRTRAN AIRWAYS,Missouri,Landing Roll,TRUE,ID BY SMITHSONIAN FROM PHOTO.  NO DMG. SOME FEATHERS INSIDE ENG.,Medium,Overcast,Ring-billed gull,N,0,No
309151,Airplane,SALT LAKE CITY INTL,A-320,8,Precautionary Landing,11/24/2010 0:00,No damage,DELTA AIR LINES,Utah,Climb,TRUE,ID BY SMITHSONIAN. A/C INGESTED BIRD IN #1 ENG VIBRATION OUT OF SPECS FOR ENG. A/C RETURNED W/O INCIDENT AND EQUIPMENT CHANGED OUT. LOCATION REPTD AS 1 MILE N OF ARPT.,Medium,Overcast,Gadwall,Y,300,No
309162,Airplane,SAN FRANCISCO INTL ARPT,B-737-900,2,None,11/25/2010 0:00,No damage,ALASKA AIRLINES,California,Approach,FALSE,HIT 2 BIRDS ON FINAL AT 300 FT. NO DMG REPTD.,Small,No Cloud,Unknown bird - small,N,300,Yes
309171,Airplane,ONTARIO INTL ARPT,B-737-300,10,None,11/26/2010 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,FALSE,PILOT REPTD STRIKING SPARROW BUT NO SAMPLE COLLECTED FOR ID. NO DMG REPTD.,Small,No Cloud,Unknown bird - small,N,50,Yes
308633,Airplane,SACRAMENTO INTL,B-737-300,7,None,11/26/2010 0:00,Caused damage,SOUTHWEST AIRLINES,California,Approach,TRUE,ID BY SMITHSONIAN. MINOR DMG TO KREUGER FLAP AND 1 SLAT ON LEFT WING. ALSO LEFT ENG FAN SECTION APPEARED TO HAVE A COUPLE OF FAN BLADES DAMAGED. COMPLETE FAN BLADE SET CHANGED.,Large,No Cloud,Snow goose,Y,600,Yes
308831,Airplane,ATLANTA INTL,MD-87,7,None,11/28/2010 0:00,No damage,DELTA AIR LINES,Georgia,Approach,FALSE,,Small,No Cloud,Unknown bird - small,Y,300,No
308832,Airplane,KANSAS CITY INTL,A-319,2,None,11/28/2010 0:00,No damage,FRONTIER AIRLINES,Missouri,Approach,FALSE,SHORT FINAL.,Small,No Cloud,Unknown bird - small,Y,500,No
308834,Airplane,SACRAMENTO INTL,A-319,6,None,11/28/2010 0:00,No damage,US AIRWAYS,California,Approach,FALSE,NO MARKS.,Small,No Cloud,Unknown bird - small,N,"3,000",No
308840,Airplane,NEW ORLEANS INTL,B-737-700,7,None,11/29/2010 0:00,No damage,SOUTHWEST AIRLINES,Louisiana,Take-off run,FALSE,NO DMG REPTD. 5000 FT REM RWY 19.,Small,Some Cloud,Meadowlarks,Y,0,Yes
309175,Airplane,LOGAN INTL,A-320,5,None,11/30/2010 0:00,No damage,JETBLUE AIRWAYS,Massachusetts,Climb,FALSE,REPTD INCIDENT TO TOWER AND COMPANY. UNKNOWN IF DMG.,Small,Some Cloud,European starling,N,10,No
308842,Airplane,ATLANTIC CITY INTL,BA-31 JETSTR,7,None,11/30/2010 0:00,No damage,BUSINESS,New Jersey,Climb,TRUE,LOCATED AT 4000 FT MARKER BY INTXN WITH RWY 4/22. REMAINS OF 2 SNOW BUNTINGS FOUND. NO DMG. A/C CONT FLT TO DLA.,Small,Some Cloud,Snow bunting,N,400,No
309493,Airplane,LOVELL FIELD ARPT,CL-RJ100/200,9,None,12/3/2010 0:00,No damage,PINNACLE,Tennessee,Climb,FALSE,BIRDS OBSERVED JUST BEFORE IMPACT SIC M BEASLEY.,Small,Some Cloud,Mourning dove,Y,600,No
309234,Airplane,LOS ANGELES INTL,A-319,2,None,12/3/2010 0:00,No damage,UNITED AIRLINES,California,Approach,FALSE,MX INSPN FOUND NO DMG. CLEANED LRG AREA OF BLOODY IMPACT MARKS JUST ABOVE THE CAPT'S WINDSHLD. PILOT SUSPECTED CANADA GEESE DUE TO SIZE. 2 MILE FINAL.,Large,No Cloud,Unknown bird - large,N,"1,200",No
309492,Airplane,MCGHEE TYSON ARPT,CITATION X,6,None,12/3/2010 0:00,No damage,BUSINESS,Tennessee,Approach,FALSE,NO DMG. LOCATION RETPD AS 4NM NE OF ARPT.,Small,Some Cloud,Unknown bird - small,N,"1,300",No
309501,Airplane,LAREDO INTL,EMB-135,5,None,12/5/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,FALSE,NO DMG.,Small,Overcast,Unknown bird - small,N,0,No
309517,Airplane,GEORGE BUSH INTERCONTINENTAL,B-737-800,5,None,12/7/2010 0:00,No damage,CONTINENTAL AIRLINES,Texas,Take-off run,TRUE,REMVD FIVE PIGEONS CARCASSES FROM APPROX 5000 FT DRM ON BOTH N AND S SIDES OF RWY 26L.,Small,No Cloud,Rock pigeon,Y,0,Yes
309254,Airplane,SACRAMENTO INTL,A-320,2,None,12/7/2010 0:00,No damage,US AIRWAYS,California,Approach,TRUE,ID BY SMITHSONIAN. PILOT BELIEVED HE HIT DUCKS.,Medium,No Cloud,Northern pintail,Y,"2,000",No
309262,Airplane,SOUTHWEST FLORIDA INTL ARPT,A-320,9,None,12/8/2010 0:00,No damage,JETBLUE AIRWAYS,Florida,Landing Roll,FALSE,"ON ROLLOUT, SAW SEVERAL SMALL SONGBIRDS CROSSING FLT PATH ON RWY. ON POST-FLT INSPN, 1 SML BIRD HIT #2 ENG NACELLE AND RT OUTBD FLAP. ARPT SAID STRIKE WAS NOT REPTS TO OPS UNTIL THE NEXT DAY. REMAINS WERE NOT COLLECTED FROM A/C PRIOR TO DEPTR.",Small,No Cloud,Unknown bird - small,N,0,No
309526,Airplane,ATLANTA INTL,B-757-200,9,None,12/8/2010 0:00,No damage,DELTA AIR LINES,Georgia,Take-off run,TRUE,,Small,Overcast,Mourning dove,Y,0,Yes
309261,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,5,Precautionary Landing,12/8/2010 0:00,Caused damage,US AIRWAYS,Florida,Climb,TRUE,ID BY SMITHSONIAN. BOTH SETS OF REMAINS SAME SPECIES. PILOT  REPTD SEEING 2 BIRDS IN HIS PATH & FELT A VIBRATION IN THE RT ENG. THE GENERATOR WAS MALFUNCTIONING. A PAX REPTD SEEING A FIREBALL AND SMELLING SOMETHING BURNING.  EMERGENCY LDG. #2 ENG WAS SEVE,Large,No Cloud,Turkey vulture,Y,"1,200",Yes
309329,Airplane,FRIDAY HARBOR ARPT,PA-31-350,4,Other,12/10/2010 0:00,No damage,KENMORE AIR,Washington,Climb,TRUE,BIRDSTRIKE MOVED FUEL DRAIN TO LOCKED OPEN POSITION. RESULTED IN 12 GALLONS OF LOST FUEL DURING 30 MINUTE FLT TO KBFI.,Medium,Some Cloud,Unknown bird - medium,N,100,No
309341,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,6,None,12/11/2010 0:00,No damage,WESTJET,Florida,Approach,FALSE,PILOT REPTD SEEING TWO BIRDS JUST BEFORE THEY STRUCK THE WINDSHIELD. NO DMG TO A/C. NO EFFECT ON FLT. NO REMAINS RECVRD. LOCATION REPTD AS 1/2 MILE. (ALT REPTD AS 600 & 800 TOOK AVG),Large,No Cloud,Turkey vulture,Y,700,Yes
309439,Airplane,LOS ANGELES INTL,EMB-135,5,None,12/15/2010 0:00,No damage,AMERICAN EAGLE AIRLINES,California,Approach,FALSE,DID NOT COLLECT REMAINS FOR ID. NO DMG TO A/C. LOCATION REPTD AS 1/2 MILE FROM RWY 25L.,Small,Overcast,Unknown bird - small,N,300,No
309189,Airplane,SACRAMENTO INTL,A-319,5,None,12/17/2010 0:00,No damage,US AIRWAYS,California,Take-off run,TRUE,"ARPT OPS RECOVERED 2 BIRDS MID-FIELD OF RWY AFTER REPORT OF STRIKING BIRDS ON T/O RUN. FLT CONTD TO DEST. NO DMG REPT.
AFTER SEEING THE BIRDS, THE CREW HEARD A LOUD BANG ON THE NOSE AREA ON ROTATION. PILOTS LEARNED ARPT FOUND 2 SML BIRDS. BIRDS WERE REPT",Small,Overcast,Western meadowlark,Y,0,No
309385,Airplane,KAPALUA ARPT,DHC8 DASH 8,3,None,12/21/2010 0:00,No damage,ISLAND AIR,Hawaii,Take-off run,FALSE,"DURING T/O RUN ON RWY 20, PILOT REPTD STRIKING 2 BIRDS ON TOP LT PORTION OF FUSELAGE. PILOT ID BIRDS AS POSSIBLE DOVES OR SPARROWS. CARCASS NOT FOUND.",Small,Some Cloud,Unknown bird - small,Y,0,No
309199,Airplane,CLEVELAND-HOPKINS INTL ARPT,EMB-145,9,None,12/21/2010 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,TRUE,UPON T/O PILOT REPTD HE STRUCK SOME BIRDS. REMAINS OF 7 STARLINGS FOUND BTWN TWYS N AND P. AIRLINE NOTIFIED. PILOT WAS ASKED TO CALL CLE TWR WHEN HE LANDED AT ORD WITH ANY FURTHER DETAILS.,Small,Overcast,European starling,Y,0,No
309200,Airplane,KANSAS CITY INTL,A-320,9,Other,12/21/2010 0:00,Caused damage,DELTA AIR LINES,Missouri,Approach,TRUE,ID BY SMITHSONIAN. BOTH SAMPLES SAME SPECIES. PILOTS REPTD BIRDSTRIKE ON APCH TO RWY 1R 3 MILES UT AT 1000 AGL. OPS TOOK SAMPLE FOR ID. INGESTED BIRDS IN BOTH ENGS. 1 ENG HAD 1 BENT TURBINE BLADE. TWO BLADES WERE REPLACED. SML DENT ON RT FLAP OF WING.,Medium,No Cloud,Mallard,Y,"1,000",No
309543,Airplane,GENERAL MITCHELL INTL,EMB-170,2,None,12/23/2010 0:00,No damage,COMPASS AIRLINES,Wisconsin,Approach,FALSE,FINAL APRCH.,Small,Overcast,Mourning dove,Y,300,No
309542,Airplane,TUCSON INTL,MD-83,8,None,12/23/2010 0:00,No damage,AMERICAN AIRLINES,Arizona,Take-off run,TRUE,,Small,Some Cloud,Unknown bird - small,N,0,No
309209,Airplane,SACRAMENTO INTL,EMB-120,9,None,12/24/2010 0:00,Caused damage,SKYWEST AIRLINES,California,Approach,TRUE,ID BY SMITHSONIAN. ALL SAMPLES SAME SPECIES.  A/C HIT MULTIPLE BIRDS. PILOT BELIEVES GEESE ON APCH. ABOUT 8 MILES NORTH OF SMF. REMAINS COLLECTED FROM BOTH SIDES OF A/C. SUBSTANTIAL DMG TO INLET NACELLE OF #2 ENG. NO INTERNAL DMG.,Medium,Overcast,Northern pintail,Y,"2,000",No
309404,Airplane,RALEIGH-DURHAM INTL,EMB-170,5,None,12/25/2010 0:00,No damage,SHUTTLE AMERICA,North Carolina,Approach,FALSE,ATIS WARNING.,Small,Overcast,Mourning dove,Y,100,No
309212,Airplane,CHICAGO MIDWAY INTL ARPT,B-737-500,10,Other,12/25/2010 0:00,Caused damage,SOUTHWEST AIRLINES,Illinois,Approach,FALSE,"ATIS WARNING. FLT 44 ADVISED OF BIRDSTRIKE IN ONE ENG, POSSIBLY STARBOARD ON LDG ROLL. WHEN A/C EXITED THE RWY PILOT ADVISED OF POSSIBLE SMOKE IN ENG. NONE OBSVD BY TWR. A/C TAXIED TO GATE. LOCATION OF STRIKE REPTD AS 1/4 MILES FROM END OF RWY 4R. (DATA E",Large,Some Cloud,Canada goose,Y,200,Yes
309409,Airplane,YAMPA VALLEY,IAI-1124,8,None,12/27/2010 0:00,No damage,BUSINESS,Colorado,Landing Roll,FALSE,,Small,Some Cloud,Horned lark,N,0,No
309556,Airplane,ST. PETERSBURG/CLEARWATER INTL,LOCKHEED C-130,5,None,12/29/2010 0:00,No damage,GOVERNMENT,Florida,Landing Roll,FALSE,NO REMAINS FOUND ON RWY. A/C REG REPTD AS C1502.,Small,No Cloud,Unknown bird - small,N,0,No
309564,Airplane,WENDOVER ARPT,B-737-400,9,None,12/30/2010 0:00,No damage,XTRA AIRWAYS,Utah,Take-off run,TRUE,,Small,Some Cloud,Horned lark,Y,0,Yes
309562,Airplane,TAMPA INTL,A-321,2,None,12/30/2010 0:00,Caused damage,US AIRWAYS,Florida,Climb,TRUE,"DMG LT WING. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,Some Cloud,Unknown bird - small,N,"1,000",No
309862,Airplane,SALT LAKE CITY INTL,GULFSTRM 200,5,None,1/1/2011 0:00,No damage,BUSINESS,Utah,Approach,FALSE,FLARE TO LAND RWY 17 IN VMC A FLOCK OF SMALL BIRDS TOOK OFF IN FRONT OF US AND WE IMPACTED APPROX 4 BIRDS. THEY HIT BELOW THE RT FRONT WINDSHIELD ON RT WING ON RT WINGLET AND ON INSIDE LIP OF LT ENG. ARPT OPS BELIEVES BIRDS WERE LIKELY HORNED LARKS.,Small,No Cloud,Horned lark,N,10,No
309829,Airplane,PHILADELPHIA INTL,A-321,7,None,1/2/2011 0:00,No damage,US AIRWAYS,Pennsylvania,Climb,FALSE,"DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN.",Small,Some Cloud,Ring-billed gull,N,"1,000",No
309653,Airplane,SAN FRANCISCO INTL ARPT,A-320,3,None,1/5/2011 0:00,No damage,UNITED AIRLINES,California,Approach,FALSE,DURING LDG A FLOCK OF SMALLER BIRDS FLEW DIRECTLY INTO THE FLT PATH AND TOOK HITS TO WINDSCREEN AND FWD FUSELAGE. LANDED NORMALLY. MX FOUND BIRDS IN LDG GEAR & BLOOD/FEATHERS AT SEVERA OTHER LOCATION. NO DMG STATED. ARPT HAD NO INFO ON THIS.,Small,No Cloud,Unknown bird - small,N,50,No
309656,Airplane,ORLANDO INTL,A-320,10,None,1/6/2011 0:00,No damage,JETBLUE AIRWAYS,Florida,Approach,FALSE,"ON SHORT FINAL, WE HIT SOME VERY SML BLACK BIRDS. SEVERAL HITS ON RADOME AND RT ENG PYLON BUT NO DMG.",Small,Overcast,Blackbirds,Y,150,No
309659,Airplane,SACRAMENTO INTL,A-319,3,None,1/6/2011 0:00,No damage,US AIRWAYS,California,Approach,TRUE,"ID BY SMITHSONIAN. 4 SAMPLES ALL SAME ID. NO VISIBLE DMG. A/C FERRIED OUT THAT EVENING. UNKN IF FERRY WAS FOR FURTHER INSPN OR DMG TO ENGS.  DAILY REPORT SHOWS INGESTED BIRDS IN BOTH ENGINES. DMG REPORT PENDING. (AIRLINE REPTD DMG AS UNKN, NO REPLY FROM E",Small,Overcast,Rock pigeon,Y,150,No
309658,Airplane,SACRAMENTO INTL,B-737-700,6,None,1/6/2011 0:00,Caused damage,SOUTHWEST AIRLINES,California,Approach,TRUE,ID BY SMITHSONIAN. BOTH SAMPLES SAME ID. F/O REPTD THEY FLEW THROUGH 2 OF 3 FLOCKS AT 2000' AGL RT DOWNWIND OF 16L. SUBSTANTIAL DMG TO LEFT WING. A/C FERRIED OUR FOR FURTHER REPAIRS ON WING. NO ENG DMG PER MX.,Large,Overcast,Greater white-fronted goose,Y,"2,000",Yes
309660,Airplane,KODIAK AIRPORT,LOCKHEED C-130,4,Precautionary Landing,1/7/2011 0:00,No damage,GOVERNMENT,Alaska,Take-off run,FALSE,PILOT INDICATED HE DID NOT SEE ANY OBVIOUS DMG.,Small,No Cloud,McKay's bunting,Y,0,No
309662,Airplane,SACRAMENTO INTL,B-737-300,6,None,1/7/2011 0:00,No damage,SOUTHWEST AIRLINES,California,Approach,TRUE,ID BY SMITHSONIAN. BIRDS REPTD AS LARGE BLACK BIRDS OR CROWS BY CAPT. NO DMG. 2 SETS OF REMAINS (FUSELAGE AND WING) BOTH SAME ID. 1 BIRD HIT TAT PROBE ON LEFT FUSELAGE. OTHER HIT OUTBD LEFT WING. A/C WAS 20' ABOVE CLOUD LAYER. SEVERAL FLOCKS WERE JUST ABO,Large,Overcast,Greater white-fronted goose,Y,"1,900",Yes
309667,Airplane,SACRAMENTO INTL,DC-10-30,7,Precautionary Landing,1/7/2011 0:00,Caused damage,FEDEX EXPRESS,California,Climb,TRUE,"ID BY SMITHSONIAN. EMERGENCY WAS DELCARED AND A/C WAS DIVERTED TO OAK. #3 ENG WAS DAMAGED AND REMOVED. NOSE COWL, BOTH THRUST REVERSERS AND RADOME WERE DAMAGED. ESTIMATED COST OF REPLACEMENTS AND REPAIRS WAS $3,228,053. PHOTOS.",Large,Overcast,Greater white-fronted goose,Y,"2,000",Yes
309661,Airplane,SACRAMENTO INTL,A-320,7,None,1/7/2011 0:00,Caused damage,UNITED AIRLINES,California,Approach,TRUE,"ID BY SMITHSONIAN. F/O BELIEVED STRIKE WAS CAUSED BY DUCKS. NO VISIBLE DMG. 2 SAMPLES, 1 OUTSIDE OF #2 ENG, 1 INSIDE ENG. BOTH CANVASBACK. (DATA ENTRY NOTE: AIRLINE REPORTS THAT THE DENT ON THE #2 ENGINE WAS OUT OF LIMITS )",Medium,Overcast,Canvasback,Y,"2,000",No
309670,Airplane,JOHN F KENNEDY INTL,B-737-800,9,None,1/8/2011 0:00,No damage,DELTA AIR LINES,New York,Landing Roll,TRUE,CAPT SAW 20-25 BIRDS ON RWY. THEY LIFTED OFF RIGHT IN FRONT OF HIM. HE WAS ABOUT 1000 FT DOWN RWY ON THE GROUND. BIRD HIT THE LEFT WING & #1 ENG. MX SAID NO DMG. THEY REMOVED FEATHERS FROM ENG AND HAD 3 HITS ON LEFT WING AND 1 ON THE FLAP. ENG TO BE BORES,Small,Overcast,Horned lark,Y,0,Yes
309889,Airplane,SACRAMENTO INTL,B-737-700,2,None,1/8/2011 0:00,No damage,SOUTHWEST AIRLINES,California,Landing Roll,TRUE,ID BY SMITHSONIAN. NO DMG TO A/C.,Small,Overcast,Western meadowlark,Y,0,Yes
309895,Airplane,SACRAMENTO INTL,CL-RJ100/200,5,None,1/9/2011 0:00,No damage,SKYWEST AIRLINES,California,Approach,TRUE,"ID BY SMITHSONIAN. NO DMG TO A/C. LOCATION RETPD AS APPROX 6 MILES S KSMF AND 3-MILE FINAL. REPORTS DIFFER ON # STRUCK. AIRPORT SHOWS 1, FAA SHOWS SEVERAL.",Small,No Cloud,Long-billed dowitcher,Y,"1,800",No
309902,Airplane,DENVER INTL AIRPORT,A-320,8,None,1/10/2011 0:00,No damage,US AIRWAYS,Colorado,Landing Roll,FALSE,ATIS WARNING.,Small,Some Cloud,Unknown bird - small,Y,0,No
309673,Airplane,DENVER INTL AIRPORT,A-319,9,None,1/10/2011 0:00,No damage,FRONTIER AIRLINES,Colorado,Climb,TRUE,"AT ROTATION, FLEW THRU A FLOCK OF SML BIRDS WITH AT LEAST 1 STRIKE. FLEW THRU ANOTHER FLOCK OF SIMILAR BIRDS AT APPROX 50 AGL ON INITIAL CLIMB WITH MORE STRIKES. ENG AND SYSTEMS WERE NORMAL TO CONTD TO DEST. POST FLT INSPN FOUND 5 SDTRIKES. 4 ON  NOSE/RAD",Small,No Cloud,Horned lark,N,50,No
309898,Airplane,SPOKANE INTERNATIONAL,DHC8 DASH 8,4,None,1/10/2011 0:00,No damage,HORIZON AIR,Washington,Landing Roll,TRUE,ID BY SMITHSONIAN. STRIKE SMEAR ABOVE COCKPIT WINDSHIELD. ONE FULLY INTACT BIRD AND ONE DISMEMBERED BIRD FOUND ON RWY AND BIRD PIECES FOUND IN #1 ENG. NO APPARENT DMG FOUND BY MX INSPN.,Small,No Cloud,Horned lark,N,0,No
309905,Airplane,MEMPHIS INTL,CL-RJ100/200,7,Precautionary Landing,1/11/2011 0:00,Caused damage,ATLANTIC SOUTHEAST,Tennessee,Climb,TRUE,"ID BY SMITHSONIAN. THREE POTENTIAL BIRDS STRUCK, ONE BEING INGESTED. REMAINS OF TWO MALE PINTAILS RECVRD BY ARPT OPS. SNARGE COLLECTED FROM ENG FOR VERIFICATION OR SPECIES. FOUR FAN BLADES REPLACED. SUBSTANTIAL OUT OF SERV TIME DUE TO PARTS NOT IMMEDIATEL",Medium,Some Cloud,Northern pintail,Y,"1,000",No
309911,Airplane,LEHIGH VALLEY INTL,CL-RJ100/200,7,None,1/12/2011 0:00,No damage,AIR WISCONSIN AIRLINES,Pennsylvania,Landing Roll,TRUE,BLOOD SPLATTER ON WINDSHIELD AND BOTTOM OF RT WING. A/C HAD LANDED RWY 31 AND STRUCK BIRDS NEAR INTXN OF B3. REMAINS RETRIEVED AND WERE STILL IN SOLID CONDITION.,Small,Overcast,Horned lark,Y,0,No
309677,Airplane,SACRAMENTO INTL,B-737-700,4,Precautionary Landing,1/12/2011 0:00,Caused damage,ALASKA AIRLINES,California,Climb,TRUE,"ID BY SMITHSONIAN. DURING INITIAL CLIMB, FELT A SMALL BUMP IN THE AIRFRAME. WE DISCUSSED THE POSSIBILITY OF A BIRDSTRIKE OR SOMETHING IN THE GALLEY. NO UNUSUAL ENG OR SYSTEM INDICATIONS TO WE CONTD TO CLIMB. SEVERAL MINUTES LATER WE SMELLED AN UNUSUAL ODO",Medium,No Cloud,Northern pintail,Y,"2,000",Yes
309836,Airplane,ROBT L BRADSHAW INTL,B-737-800,9,None,1/13/2011 0:00,No damage,AMERICAN AIRLINES,N/A,Landing Roll,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,0,Yes
309684,Airplane,DENVER INTL AIRPORT,A-320,3,None,1/13/2011 0:00,No damage,FRONTIER AIRLINES,Colorado,Climb,FALSE,"ON ROTATION, A LARGE FLOCK OF BLACK COLORED BIRDS TOOK OFF AND CROSSED FLIGHT PATH. SEVERAL THUMPS WERE HEARD. ALL INDICATIONS NORMAL. FLT CONTD TO DEST. POST FLT REVEALED 3 BLOOD SPLATS. MX NOTIFIED. I DO NOT KNOW IF ANY DAMAGE WAS FOUND. (DATA ENTRY NOT",Small,No Cloud,Horned lark,N,100,No
309806,Airplane,LAURENCE G HANSCOM,CL-601/604,5,Other,1/16/2011 0:00,No damage,BUSINESS,Massachusetts,Approach,TRUE,"ID BY SMITHSONIAN. GO AROUND, RETURNED FOR NORMAL LANDING. NO DMG. MASSPORT (ARPT AUTH) COLLECTED ONE OF THE DUCKS.",Medium,No Cloud,Mallard,N,90,No
309808,Airplane,MOBILE REGIONAL,EMB-145,2,None,1/17/2011 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Alabama,Approach,FALSE,NO DMG. POSSIBLY SPARROWS.,Small,No Cloud,Unknown bird - small,N,50,No
309692,Airplane,WILMINGTON INTL,CL-RJ100/200,3,None,1/18/2011 0:00,No damage,AIR WISCONSIN AIRLINES,North Carolina,Climb,FALSE,SML SPARROW TYPE BIRDS. NO REMAINS FOUND.,Small,Overcast,Unknown bird - small,N,100,No
309874,Airplane,PHILADELPHIA INTL,DHC8 DASH 8,10,None,1/18/2011 0:00,No damage,PIEDMONT AIRLINES,Pennsylvania,Approach,FALSE,LOCATION REPTD AS 2 MILES FROM END OF RWY.,Medium,Overcast,Unknown bird - medium,Y,800,No
309917,Airplane,DENVER INTL AIRPORT,B-737-700,6,None,1/20/2011 0:00,No damage,SOUTHWEST AIRLINES,Colorado,Climb,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,Y,50,Yes
309923,Airplane,WICHITA MID-CONTINENT ARPT,MD-83,10,None,1/21/2011 0:00,No damage,AMERICAN AIRLINES,Kansas,Climb,TRUE,PROCEEDED UNEVENTFULLY TO KDFW. LOCATION REPTD AS 10NM SOUTH.,Small,No Cloud,Unknown bird - small,N,"3,000",No
